,Rate,Review,Price,QtyLeft,Sold
88991,5,1685,51,483,2270
88992,5,5065,10,490,7093
88993,5,5197,35,983,6999
88994,5,14955,51,483,22917
88995,,,7,494,
88996,,,7,494,
88997,5,21475,51,483,32726
88998,5,14791,51,483,21827
88999,5,5427,10,490,7361
89000,5,25670,51,483,42892
89001,5,1746,10,490,2396
89002,5,970,35,983,1372
89003,5,214,143,993,308
89004,5,3204,10,490,4512
89005,,,86,988,
89006,5,547,143,993,743
89007,,,86,988,
89008,5,27357,51,483,48679
89009,5,21559,51,483,34888
89010,5,2207,35,983,3090
89011,5,198,10,490,279
89012,5,599,10,490,821
89013,,,164,996,
89014,5,1725,143,993,2418
89015,5,741,143,993,1065
89016,5,2902,10,490,4055
89017,5,18361,51,483,29543
89018,,,86,988,
89019,,,164,996,
89020,5,21151,51,483,32084
89021,5,435,51,483,592
89022,5,1735,143,993,2323
89023,5,1291,35,983,1777
89024,,,86,988,
89025,,,7,494,
89026,5,4597,10,490,6715
89027,5,12654,51,483,19148
89028,5,2728,35,983,3881
89029,5,5364,51,483,7717
89030,,,86,988,
89031,5,1766,3,195,2386
89032,5,3512,35,983,5109
89033,,,164,996,
89034,,,7,494,
89035,5,972,10,490,1363
89036,,,7,494,
89037,,,86,988,
89038,5,508,35,983,680
89039,5,14371,51,483,21234
89040,5,6039,35,983,8553
89041,5,15143,51,483,22351
89042,5,15676,51,483,24033
89043,5,28728,51,483,50678
89044,5,3854,51,483,5325
89045,5,6197,35,983,9096
89046,5,5813,35,983,8517
89047,5,26855,51,483,45070
89048,,,164,996,
89049,5,2229,10,490,3135
89050,,,164,996,
89051,,,86,988,
89052,5,3829,35,983,5493
89053,5,569,35,983,790
89054,,,86,988,
89055,5,5314,10,490,7746
89056,,,7,494,
89057,,,7,494,
89058,,,164,996,
89059,5,1956,143,993,2758
89060,5,783,10,490,1065
89061,,,164,996,
89062,5,5377,35,983,7738
89063,,,164,996,
89064,5,2122,35,983,3006
89065,5,4062,10,490,5446
89066,,,164,996,
89067,5,2781,10,490,4025
89068,5,128,10,490,185
89069,5,5753,51,483,7882
89070,5,680,51,483,950
89071,5,9814,51,483,13523
89072,5,18360,51,483,27640
89073,5,1186,143,993,1705
89074,,,86,988,
89075,,,7,494,
89076,,,7,494,
89077,,,164,996,
89078,5,13804,51,483,20985
89079,5,4942,35,983,7006
89080,,,164,996,
89081,5,1061,35,983,1428
89082,,,7,494,
89083,5,590,10,490,793
89084,,,86,988,
89085,5,5854,35,983,7912
89086,5,3915,35,983,5319
89087,5,1245,143,993,1745
89088,5,1880,143,993,2698
89089,,,7,494,
89090,5,1383,143,993,1897
89091,5,23326,51,483,37037
89092,5,11182,51,483,16824
89093,,,7,494,
89094,,,86,988,
89095,,,164,996,
89096,,,7,494,
89097,5,4852,35,983,7080
89098,,,86,988,
89099,5,1388,35,983,1929
89100,5,15461,51,483,23864
89101,5,7130,51,483,10069
89102,,,86,988,
89103,,,7,494,
89104,5,1397,143,993,1873
89105,5,12437,51,483,18834
89106,5,1994,10,490,2799
89107,,,164,996,
89108,5,26276,51,483,44787
89109,4.9,3104,3,53,4168
89110,5,356,51,483,506
89111,5,12232,51,483,18112
89112,5,1126,51,483,1603
89113,,,86,988,
89114,5,29525,51,483,53401
89115,5,4580,35,983,6253
89116,5,14461,51,483,20893
89117,5,708,35,983,1028
89118,,,7,494,
89119,5,2281,35,983,3186
89120,5,4694,35,983,6640
89121,,,7,494,
89122,5,2289,10,490,3143
89123,,,7,494,
89124,,,86,988,
89125,5,4034,10,490,5586
89126,,,86,988,
89127,5,1073,143,993,1470
89128,5,8836,51,483,12597
89129,5,4775,10,490,6629
89130,,,86,988,
89131,,,7,494,
89132,5,3810,10,490,5062
89133,5,28470,51,483,47622
89134,5,26969,51,483,44504
89135,5,3311,35,983,4754
89136,,,7,494,
89137,,,86,988,
89138,5,840,3,195,1200
89139,5,21661,51,483,33011
89140,,,86,988,
89141,,,86,988,
89142,,,86,988,
89143,,,7,494,
89144,,,164,996,
89145,,,7,494,
89146,5,9306,51,483,13325
89147,,,7,494,
89148,5,23486,51,483,39136
89149,5,8235,51,483,11225
89150,5,8869,51,483,12741
89151,5,1638,143,993,2336
89152,5,2059,10,490,2746
89153,5,20913,51,483,34571
89154,,,7,494,
89155,5,1006,143,993,1399
89156,5,6582,35,983,9686
89157,5,1106,10,490,1509
89158,5,4977,10,490,7275
89159,,,7,494,
89160,5,5738,35,983,7820
89161,5,2257,51,483,3157
89162,,,7,494,
89163,5,2692,35,983,3711
89164,5,19340,51,483,30823
89165,5,5727,35,983,7762
89166,5,4089,10,490,5525
89167,,,86,988,
89168,,,7,494,
89169,,,86,988,
89170,,,7,494,
89171,5,124,143,993,167
89172,5,1400,10,490,1876
89173,,,164,996,
89174,,,7,494,
89175,,,7,494,
89176,5,3371,10,490,4574
89177,,,164,996,
89178,5,2102,10,490,2907
89179,,,7,494,
89180,5,5149,10,490,7024
89181,5,3108,35,983,4417
89182,5,26303,51,483,43408
89183,5,1388,35,983,1965
89184,5,559,10,490,765
89185,5,2103,35,983,2936
89186,4.9,2492,3,53,3378
89187,,,86,988,
89188,,,164,996,
89189,,,86,988,
89190,5,2541,10,490,3643
89191,5,2349,10,490,3272
89192,5,12141,51,483,17414
89193,5,6496,10,490,8954
89194,5,5053,35,983,6761
89195,4.6,2029,7,53165,2755
89196,5,6526,35,983,9148
89197,5,603,10,490,870
89198,,,164,996,
89199,5,9497,51,483,13177
89200,5,4097,10,490,5797
89201,5,4882,51,483,7031
89202,,,164,996,
89203,5,21916,51,483,34827
89204,5,29416,51,483,51761
89205,,,86,988,
89206,5,3596,35,983,5211
89207,5,23697,51,483,39930
89208,,,164,996,
89209,4.9,1371,3,53,1946
89210,5,10363,51,483,14865
89211,5,29953,51,483,50984
89212,,,86,988,
89213,,,7,494,
89214,,,164,996,
89215,5,17574,51,483,26255
89216,,,86,988,
89217,5,5043,51,483,7368
89218,5,203,143,993,279
89219,5,2653,51,483,3548
89220,5,6149,51,483,8989
89221,5,13714,51,483,20050
89222,,,164,996,
89223,,,164,996,
89224,5,3675,51,483,5046
89225,5,6426,35,983,9252
89226,,,7,494,
89227,,,7,494,
89228,5,4070,51,483,5830
89229,5,4339,35,983,6273
89230,5,11338,51,483,17136
89231,5,1441,10,490,2046
89232,5,525,35,983,702
89233,5,19142,51,483,28911
89234,5,3166,35,983,4368
89235,5,21521,51,483,34825
89236,5,6358,51,483,9034
89237,5,793,51,483,1092
89238,,,86,988,
89239,,,164,996,
89240,4.8,4838,14,440,6760
89241,5,25198,51,483,41114
89242,,,86,988,
89243,,,7,494,
89244,5,966,35,983,1290
89245,5,3701,51,483,5091
89246,5,930,35,983,1235
89247,,,86,988,
89248,5,2088,143,993,2948
89249,,,164,996,
89250,,,86,988,
89251,5,23290,51,483,38566
89252,5,11871,51,483,16583
89253,5,601,51,483,819
89254,,,7,494,
89255,,,86,988,
89256,5,19,35,983,28
89257,5,4642,10,490,6563
89258,5,15851,51,483,23915
89259,,,86,988,
89260,,,86,988,
89261,5,26233,51,483,44492
89262,,,86,988,
89263,5,6234,35,983,9088
89264,,,7,494,
89265,5,4554,35,983,6493
89266,,,7,494,
89267,,,164,996,
89268,,,86,988,
89269,5,10873,51,483,15345
89270,,,86,988,
89271,5,420,10,490,600
89272,,,86,988,
89273,5,11671,51,483,16279
89274,5,1948,35,983,2632
89275,,,164,996,
89276,,,164,996,
89277,,,86,988,
89278,5,3893,51,483,5286
89279,5,5140,10,490,7503
89280,5,4112,35,983,5582
89281,5,5072,35,983,7172
89282,5,16012,51,483,24598
89283,,,7,494,
89284,,,7,494,
89285,,,164,996,
89286,5,9187,51,483,13208
89287,,,7,494,
89288,5,3303,10,490,4673
89289,5,231,143,993,333
89290,,,164,996,
89291,5,2747,10,490,3792
89292,5,11515,51,483,16427
89293,4.6,1396,7,53165,1903
89294,,,86,988,
89295,5,25853,51,483,45532
89296,5,919,10,490,1221
89297,5,414,143,993,586
89298,5,10350,51,483,14677
89299,5,6111,35,983,8576
89300,5,507,143,993,687
89301,5,4322,35,983,6002
89302,5,16951,51,483,24978
89303,,,7,494,
89304,5,1662,10,490,2338
89305,5,27376,51,483,45320
89306,5,1365,35,983,1834
89307,,,164,996,
89308,,,7,494,
89309,,,164,996,
89310,5,1258,10,490,1696
89311,,,7,494,
89312,,,86,988,
89313,5,5226,51,483,7068
89314,5,4677,10,490,6258
89315,,,164,996,
89316,,,7,494,
89317,5,2924,51,483,4157
89318,5,1445,10,490,1927
89319,5,3242,35,983,4658
89320,,,7,494,
89321,5,4530,10,490,6259
89322,4.9,4969,21,91434,6853
89323,5,1044,51,483,1484
89324,5,8330,51,483,11809
89325,5,681,143,993,939
89326,,,164,996,
89327,5,14542,51,483,21474
89328,5,10507,51,483,15010
89329,,,164,996,
89330,5,383,35,983,528
89331,5,9413,51,483,13740
89332,5,1425,3,195,1908
89333,,,164,996,
89334,5,3777,10,490,5165
89335,5,1808,143,993,2459
89336,,,7,494,
89337,5,701,143,993,971
89338,,,164,996,
89339,,,164,996,
89340,,,7,494,
89341,,,7,494,
89342,5,5587,10,490,7776
89343,,,86,988,
89344,,,86,988,
89345,,,86,988,
89346,5,2545,10,490,3706
89347,5,6506,51,483,9303
89348,,,164,996,
89349,5,6229,35,983,8965
89350,,,86,988,
89351,5,3552,35,983,5047
89352,5,2040,10,490,2788
89353,,,86,988,
89354,5,1839,35,983,2455
89355,5,28875,51,483,52442
89356,5,5650,35,983,8183
89357,,,7,494,
89358,5,554,143,993,804
89359,,,86,988,
89360,5,42,35,983,64
89361,,,7,494,
89362,5,29460,51,483,52695
89363,,,164,996,
89364,5,24689,51,483,42740
89365,,,86,988,
89366,5,15544,51,483,24322
89367,5,1349,10,490,1918
89368,5,6052,10,490,8315
89369,,,86,988,
89370,5,3054,35,983,4229
89371,5,1791,143,993,2546
89372,5,5292,51,483,7133
89373,5,4526,35,983,6263
89374,5,1258,10,490,1805
89375,5,5953,10,490,8130
89376,,,164,996,
89377,5,3725,35,983,4966
89378,,,7,494,
89379,,,7,494,
89380,5,1896,10,490,2759
89381,5,1493,143,993,2056
89382,,,164,996,
89383,5,28686,51,483,50907
89384,5,5184,10,490,7292
89385,5,11248,51,483,15556
89386,5,11326,51,483,17051
89387,5,8904,51,483,12656
89388,5,2047,143,993,2827
89389,,,86,988,
89390,5,24054,51,483,39265
89391,5,24341,51,483,41090
89392,,,86,988,
89393,,,86,988,
89394,5,4774,10,490,6591
89395,,,7,494,
89396,5,7706,51,483,10839
89397,5,2028,3,195,2913
89398,5,1141,35,983,1659
89399,5,12025,51,483,16797
89400,5,14342,51,483,20782
89401,5,4305,10,490,6214
89402,5,16290,51,483,23739
89403,,,7,494,
89404,5,5142,35,983,7058
89405,5,1094,10,490,1581
89406,,,164,996,
89407,5,604,51,483,833
89408,5,3429,10,490,4711
89409,,,86,988,
89410,5,5655,35,983,7616
89411,5,14305,51,483,22076
89412,5,1496,10,490,2095
89413,5,6242,10,490,8968
89414,5,7685,51,483,10867
89415,5,16738,51,483,25319
89416,,,86,988,
89417,,,86,988,
89418,,,164,996,
89419,5,618,10,490,845
89420,5,502,51,483,690
89421,5,3131,10,490,4335
89422,5,4946,35,983,7201
89423,5,1387,143,993,1842
89424,5,20700,51,483,32544
89425,,,164,996,
89426,5,4465,35,983,5970
89427,,,86,988,
89428,5,21231,51,483,34130
89429,,,7,494,
89430,,,86,988,
89431,5,11927,51,483,16662
89432,5,5838,35,983,7835
89433,5,2292,35,983,3102
89434,5,15363,51,483,22947
89435,5,2198,3,195,3102
89436,5,2162,10,490,3032
89437,5,4797,10,490,6615
89438,,,164,996,
89439,,,7,494,
89440,5,12315,51,483,18154
89441,,,7,494,
89442,5,1961,143,993,2684
89443,5,1315,51,483,1803
89444,5,5668,51,483,7703
89445,,,164,996,
89446,5,2042,35,983,2802
89447,5,2000,143,993,2895
89448,,,86,988,
89449,5,4915,10,490,6854
89450,5,1966,10,490,2834
89451,,,7,494,
89452,5,19279,51,483,30217
89453,,,164,996,
89454,5,11219,51,483,15977
89455,,,7,494,
89456,5,4177,10,490,6038
89457,,,86,988,
89458,5,678,10,490,941
89459,5,4412,10,490,6006
89460,5,3786,10,490,5463
89461,,,7,494,
89462,5,864,35,983,1236
89463,5,1096,10,490,1545
89464,5,17390,51,483,25275
89465,5,28618,51,483,49273
89466,5,8844,51,483,12044
89467,,,86,988,
89468,,,164,996,
89469,,,7,494,
89470,,,164,996,
89471,5,1908,143,993,2607
89472,,,86,988,
89473,,,7,494,
89474,5,9371,51,483,12775
89475,,,86,988,
89476,5,7391,51,483,10463
89477,5,661,35,983,920
89478,5,4228,10,490,5654
89479,5,3044,35,983,4238
89480,4.8,4229,14,440,5920
89481,,,7,494,
89482,,,7,494,
89483,5,28921,51,483,52852
89484,5,336,143,993,483
89485,5,23936,51,483,39243
89486,5,2192,35,983,3185
89487,,,7,494,
89488,5,10198,51,483,14725
89489,,,7,494,
89490,5,4145,10,490,5973
89491,5,13427,51,483,20286
89492,5,10111,51,483,15123
89493,5,1886,35,983,2547
89494,5,15196,51,483,22377
89495,5,2091,143,993,2980
89496,5,10261,51,483,14818
89497,,,7,494,
89498,5,23848,51,483,37499
89499,,,86,988,
89500,4.9,3613,3,53,5033
89501,5,4376,10,490,5877
89502,,,7,494,
89503,,,86,988,
89504,,,86,988,
89505,5,15376,51,483,23940
89506,5,21754,51,483,34353
89507,5,9809,51,483,14099
89508,,,7,494,
89509,5,651,3,195,928
89510,,,7,494,
89511,5,738,35,983,1058
89512,5,6630,35,983,9173
89513,,,7,494,
89514,5,6439,51,483,9309
89515,,,164,996,
89516,5,1214,35,983,1651
89517,5,2794,35,983,3772
89518,,,164,996,
89519,5,48,3,195,67
89520,,,86,988,
89521,5,10888,51,483,15211
89522,5,659,143,993,893
89523,5,1577,10,490,2181
89524,5,2996,35,983,4272
89525,5,1462,143,993,2035
89526,,,86,988,
89527,5,2474,10,490,3403
89528,5,7423,51,483,10702
89529,5,3080,10,490,4273
89530,5,3287,10,490,4777
89531,,,86,988,
89532,,,86,988,
89533,,,86,988,
89534,5,3799,35,983,5496
89535,,,86,988,
89536,5,1474,51,483,2143
89537,5,17109,51,483,27187
89538,5,2241,10,490,3144
89539,5,25921,51,483,41960
89540,5,111,35,983,162
89541,5,25036,51,483,43009
89542,5,4338,35,983,5882
89543,,,7,494,
89544,5,1559,35,983,2109
89545,,,86,988,
89546,,,164,996,
89547,5,11216,51,483,15574
89548,5,4075,35,983,5519
89549,5,12337,51,483,17896
89550,,,7,494,
89551,5,5473,35,983,7613
89552,,,7,494,
89553,5,13545,51,483,19259
89554,,,86,988,
89555,,,7,494,
89556,5,4996,10,490,6675
89557,,,164,996,
89558,5,2456,35,983,3351
89559,5,1649,143,993,2331
89560,5,12178,51,483,17300
89561,,,164,996,
89562,,,164,996,
89563,5,24211,51,483,39714
89564,5,17013,51,483,24984
89565,5,23508,51,483,39745
89566,,,164,996,
89567,,,7,494,
89568,,,164,996,
89569,,,164,996,
89570,,,86,988,
89571,5,22376,51,483,35844
89572,,,86,988,
89573,,,86,988,
89574,5,1882,35,983,2513
89575,5,2106,35,983,2803
89576,,,7,494,
89577,5,436,35,983,610
89578,,,164,996,
89579,,,86,988,
89580,5,346,143,993,484
89581,,,164,996,
89582,4.6,1886,7,53165,2554
89583,5,625,10,490,846
89584,5,823,143,993,1169
89585,,,86,988,
89586,5,1542,3,195,2196
89587,5,6215,51,483,8655
89588,,,7,494,
89589,5,25458,51,483,43863
89590,5,842,143,993,1120
89591,5,1411,35,983,2036
89592,5,1401,143,993,2031
89593,5,14082,51,483,21607
89594,5,922,51,483,1260
89595,,,7,494,
89596,,,164,996,
89597,5,3548,35,983,5067
89598,5,20389,51,483,31840
89599,5,15798,51,483,24162
89600,5,218,10,490,316
89601,5,28480,51,483,49400
89602,5,4342,10,490,5821
89603,5,833,10,490,1142
89604,,,164,996,
89605,5,1281,35,983,1838
89606,,,86,988,
89607,,,164,996,
89608,5,3451,10,490,4663
89609,,,7,494,
89610,,,164,996,
89611,5,5735,10,490,8307
89612,5,36,35,983,55
89613,5,4059,10,490,5757
89614,5,2964,35,983,4028
89615,5,8563,51,483,11626
89616,5,20542,51,483,32618
89617,5,13299,51,483,19054
89618,,,86,988,
89619,,,164,996,
89620,5,159,143,993,234
89621,5,17750,51,483,27044
89622,5,22969,51,483,38289
89623,5,5741,35,983,8020
89624,5,3812,10,490,5163
89625,5,11627,51,483,16061
89626,,,86,988,
89627,5,1191,10,490,1713
89628,5,4057,35,983,5599
89629,4.9,258,3,53,354
89630,,,164,996,
89631,5,1890,10,490,2600
89632,5,8479,51,483,12537
89633,5,7758,51,483,10536
89634,,,86,988,
89635,4.9,3727,21,91434,5049
89636,,,164,996,
89637,5,14709,51,483,21873
89638,5,14138,51,483,20396
89639,,,86,988,
89640,,,86,988,
89641,5,2518,10,490,3664
89642,5,1633,143,993,2193
89643,5,2904,35,983,4002
89644,5,1909,35,983,2748
89645,,,86,988,
89646,5,2598,10,490,3744
89647,5,850,10,490,1230
89648,5,381,143,993,556
89649,5,3584,10,490,4956
89650,5,17780,51,483,28111
89651,5,237,35,983,317
89652,5,3727,51,483,5106
89653,5,3972,10,490,5633
89654,,,7,494,
89655,,,86,988,
89656,5,3060,35,983,4181
89657,5,24761,51,483,42506
89658,5,8227,51,483,11459
89659,5,5393,10,490,7712
89660,,,164,996,
89661,5,2105,35,983,2884
89662,5,3617,35,983,5272
89663,5,15313,51,483,23223
89664,5,27061,51,483,48247
89665,5,28576,51,483,49663
89666,,,164,996,
89667,5,19840,51,483,31016
89668,,,86,988,
89669,5,2546,10,490,3512
89670,,,86,988,
89671,5,14537,51,483,22170
89672,5,930,143,993,1253
89673,4.6,3465,7,53165,4868
89674,5,1277,10,490,1821
89675,,,7,494,
89676,5,25619,51,483,42406
89677,5,21952,51,483,34590
89678,,,7,494,
89679,5,1997,10,490,2740
89680,5,26985,51,483,46772
89681,,,7,494,
89682,5,544,51,483,737
89683,5,172,35,983,252
89684,5,3418,35,983,4803
89685,5,29859,51,483,51413
89686,5,14694,51,483,21203
89687,5,188,143,993,254
89688,5,1778,10,490,2459
89689,,,164,996,
89690,,,86,988,
89691,5,1440,35,983,2046
89692,5,204,143,993,280
89693,5,10106,51,483,13905
89694,5,5975,10,490,8764
89695,5,8179,51,483,12079
89696,5,2121,35,983,2956
89697,,,86,988,
89698,,,7,494,
89699,4.9,1793,3,53,2592
89700,5,4692,10,490,6393
89701,,,86,988,
89702,,,164,996,
89703,,,86,988,
89704,,,7,494,
89705,,,164,996,
89706,5,82,35,983,122
89707,5,2096,35,983,3009
89708,5,1499,10,490,2066
89709,,,164,996,
89710,5,6130,35,983,8389
89711,,,164,996,
89712,,,164,996,
89713,,,7,494,
89714,5,3051,10,490,4282
89715,4.6,2485,7,53165,3509
89716,5,6024,10,490,8822
89717,5,1063,143,993,1515
89718,5,326,143,993,476
89719,5,227,35,983,313
89720,,,164,996,
89721,4.9,2800,3,53,3982
89722,5,23979,51,483,37604
89723,5,8539,51,483,11879
89724,5,1828,35,983,2635
89725,5,1317,35,983,1897
89726,5,919,10,490,1328
89727,5,12302,51,483,18622
89728,,,7,494,
89729,,,164,996,
89730,5,23262,51,483,38644
89731,5,15451,51,483,23991
89732,5,1978,51,483,2756
89733,,,86,988,
89734,5,18891,51,483,29261
89735,,,164,996,
89736,5,2242,51,483,3022
89737,,,164,996,
89738,,,164,996,
89739,5,1249,51,483,1759
89740,,,86,988,
89741,5,6218,10,490,8435
89742,5,20029,51,483,32420
89743,5,4801,35,983,6633
89744,5,278,51,483,372
89745,5,25951,51,483,45472
89746,5,1435,143,993,1909
89747,,,86,988,
89748,,,86,988,
89749,5,372,35,983,519
89750,5,29496,51,483,51690
89751,,,7,494,
89752,5,5173,10,490,7282
89753,,,86,988,
89754,5,1394,35,983,1971
89755,5,16837,51,483,26513
89756,,,7,494,
89757,5,27629,51,483,47894
89758,5,1141,143,993,1533
89759,5,3737,10,490,5354
89760,,,164,996,
89761,5,20563,51,483,32720
89762,,,86,988,
89763,5,1047,10,490,1510
89764,5,1316,10,490,1793
89765,,,7,494,
89766,5,142,35,983,195
89767,,,164,996,
89768,5,16008,51,483,23018
89769,5,1902,10,490,2764
89770,5,6596,10,490,8904
89771,5,19443,51,483,30206
89772,5,491,35,983,670
89773,5,11340,51,483,16528
89774,5,13851,51,483,20462
89775,5,1581,143,993,2279
89776,,,86,988,
89777,5,12458,51,483,17377
89778,5,652,35,983,916
89779,4.6,74,7,53165,102
89780,,,7,494,
89781,5,13353,51,483,19554
89782,,,86,988,
89783,,,7,494,
89784,5,3629,10,490,4994
89785,5,9013,51,483,12708
89786,5,973,35,983,1359
89787,5,6287,35,983,8848
89788,,,7,494,
89789,5,26417,51,483,46659
89790,5,5012,10,490,7011
89791,,,7,494,
89792,5,5357,10,490,7825
89793,5,3936,10,490,5562
89794,,,164,996,
89795,5,5416,51,483,7637
89796,5,2017,10,490,2918
89797,,,86,988,
89798,5,6095,51,483,8677
89799,,,7,494,
89800,5,2668,51,483,3762
89801,5,7306,51,483,10671
89802,5,11121,51,483,16151
89803,5,2437,10,490,3466
89804,5,5956,35,983,8497
89805,5,10715,51,483,15935
89806,,,164,996,
89807,5,1433,143,993,2060
89808,,,7,494,
89809,5,6366,35,983,9373
89810,5,1550,143,993,2083
89811,5,316,35,983,434
89812,5,10499,51,483,14932
89813,5,11897,51,483,17985
89814,5,23811,51,483,40763
89815,,,7,494,
89816,,,164,996,
89817,5,5889,35,983,8615
89818,5,6054,10,490,8361
89819,,,86,988,
89820,,,164,996,
89821,5,29694,51,483,52683
89822,,,7,494,
89823,5,72,10,490,100
89824,,,7,494,
89825,5,13130,51,483,19986
89826,,,7,494,
89827,5,4022,10,490,5557
89828,4.6,3231,7,53165,4576
89829,,,7,494,
89830,,,7,494,
89831,,,86,988,
89832,,,164,996,
89833,,,164,996,
89834,5,28892,51,483,52017
89835,,,164,996,
89836,,,7,494,
89837,5,24058,51,483,39650
89838,,,7,494,
89839,5,1252,10,490,1791
89840,5,5184,10,490,7504
89841,,,164,996,
89842,5,6268,35,983,8621
89843,,,86,988,
89844,5,1342,10,490,1948
89845,5,10757,51,483,15591
89846,5,3562,10,490,4872
89847,5,2320,51,483,3352
89848,,,86,988,
89849,5,248,10,490,347
89850,5,4860,35,983,6912
89851,5,6968,51,483,9674
89852,,,86,988,
89853,,,86,988,
89854,,,86,988,
89855,5,3454,51,483,4820
89856,5,2962,51,483,4151
89857,,,86,988,
89858,,,86,988,
89859,5,28864,51,483,49660
89860,,,86,988,
89861,5,14978,51,483,23043
89862,5,1870,10,490,2722
89863,,,164,996,
89864,5,9492,51,483,13850
89865,,,86,988,
89866,5,5629,35,983,7997
89867,,,7,494,
89868,5,5344,10,490,7496
89869,5,3206,35,983,4356
89870,5,7974,51,483,11027
89871,5,4662,35,983,6321
89872,,,7,494,
89873,5,1179,143,993,1577
89874,5,12727,51,483,18700
89875,,,7,494,
89876,5,16018,51,483,24238
89877,,,164,996,
89878,5,225,35,983,312
89879,,,7,494,
89880,,,164,996,
89881,5,10801,51,483,15283
89882,5,6516,35,983,8908
89883,,,86,988,
89884,5,1043,10,490,1396
89885,5,5677,10,490,7691
89886,,,7,494,
89887,,,7,494,
89888,,,164,996,
89889,5,4169,10,490,5764
89890,5,1868,143,993,2719
89891,,,86,988,
89892,,,86,988,
89893,,,7,494,
89894,5,849,143,993,1213
89895,,,86,988,
89896,5,5662,51,483,7924
89897,5,2926,35,983,4223
89898,5,2972,35,983,4187
89899,5,4156,51,483,5729
89900,5,4908,10,490,6731
89901,,,86,988,
89902,5,3714,35,983,5064
89903,5,589,10,490,845
89904,5,1699,10,490,2396
89905,,,164,996,
89906,5,5590,10,490,7522
89907,,,7,494,
89908,5,5315,10,490,7325
89909,5,2693,35,983,3861
89910,,,86,988,
89911,5,1540,10,490,2083
89912,5,2535,35,983,3399
89913,,,164,996,
89914,,,86,988,
89915,5,1248,10,490,1772
89916,5,542,35,983,740
89917,5,3196,35,983,4323
89918,5,10482,51,483,14682
89919,,,7,494,
89920,5,6538,10,490,9045
89921,,,86,988,
89922,5,2111,10,490,2805
89923,5,590,35,983,853
89924,5,29620,51,483,55083
89925,5,1249,143,993,1743
89926,,,7,494,
89927,,,7,494,
89928,5,2411,35,983,3268
89929,5,18649,51,483,29306
89930,,,7,494,
89931,5,11044,51,483,15989
89932,5,1316,143,993,1878
89933,5,3335,10,490,4856
89934,,,86,988,
89935,5,689,143,993,931
89936,5,4402,10,490,6202
89937,,,86,988,
89938,5,2649,35,983,3685
89939,5,882,10,490,1245
89940,5,6295,51,483,8750
89941,,,7,494,
89942,5,3914,35,983,5367
89943,5,4359,10,490,6117
89944,5,305,35,983,411
89945,5,6338,51,483,8619
89946,,,86,988,
89947,,,164,996,
89948,5,1044,35,983,1413
89949,5,1432,35,983,2012
89950,,,164,996,
89951,,,86,988,
89952,5,5851,51,483,8200
89953,5,21140,51,483,32686
89954,,,164,996,
89955,5,12123,51,483,17952
89956,5,4117,10,490,5510
89957,5,2410,51,483,3393
89958,5,16669,51,483,25343
89959,4.9,1086,3,53,1530
89960,5,1963,35,983,2857
89961,5,18319,51,483,28798
89962,5,6593,35,983,9201
89963,,,7,494,
89964,5,9830,51,483,13812
89965,5,6456,10,490,9007
89966,5,2903,35,983,3998
89967,5,22471,51,483,37439
89968,5,3442,35,983,4980
89969,5,14459,51,483,21470
89970,5,1033,35,983,1463
89971,,,7,494,
89972,4.6,341,7,53165,476
89973,5,6787,51,483,9202
89974,5,5981,35,983,8535
89975,5,12893,51,483,18240
89976,5,876,35,983,1277
89977,,,86,988,
89978,4.6,786,7,53165,1089
89979,5,5825,10,490,8440
89980,5,2929,10,490,4143
89981,5,2805,10,490,3986
89982,5,6630,10,490,9713
89983,5,19848,51,483,31193
89984,5,6328,35,983,8951
89985,5,29540,51,483,52457
89986,5,4582,10,490,6611
89987,5,435,10,490,620
89988,5,6228,51,483,8835
89989,5,3330,10,490,4530
89990,5,1147,143,993,1545
89991,5,6584,35,983,9450
89992,5,2504,10,490,3630
89993,,,7,494,
89994,,,86,988,
89995,5,8925,51,483,12791
89996,5,19969,51,483,30845
89997,,,86,988,
89998,,,164,996,
89999,5,4492,51,483,6504
90000,5,404,143,993,578
90001,,,164,996,
90002,5,18535,51,483,28080
90003,,,164,996,
90004,5,1882,51,483,2700
90005,,,7,494,
90006,5,14515,51,483,21022
90007,5,11548,51,483,17313
90008,5,21331,51,483,32676
90009,5,1071,35,983,1449
90010,5,18964,51,483,29949
90011,,,164,996,
90012,,,86,988,
90013,,,86,988,
90014,,,164,996,
90015,5,12022,51,483,16750
90016,,,86,988,
90017,5,3934,35,983,5352
90018,5,3211,51,483,4680
90019,5,19811,51,483,30094
90020,,,164,996,
90021,,,7,494,
90022,5,2094,35,983,2820
90023,5,14228,51,483,21496
90024,,,7,494,
90025,5,4539,35,983,6130
90026,5,3208,35,983,4259
90027,5,294,35,983,396
90028,5,1962,51,483,2687
90029,5,369,10,490,529
90030,5,29266,51,483,50227
90031,5,1430,35,983,2078
90032,5,3781,35,983,5095
90033,5,6025,35,983,8667
90034,5,20945,51,483,31811
90035,5,17092,51,483,25148
90036,,,164,996,
90037,5,2109,10,490,3034
90038,5,3926,35,983,5603
90039,,,86,988,
90040,5,5515,10,490,7915
90041,,,86,988,
90042,,,7,494,
90043,5,5312,10,490,7668
90044,5,24579,51,483,40071
90045,5,205,143,993,291
90046,,,164,996,
90047,5,19307,51,483,31238
90048,5,4146,10,490,5954
90049,5,4349,10,490,6035
90050,5,1656,143,993,2341
90051,5,4514,10,490,6587
90052,,,164,996,
